instructions	creator	directory	images	default	eventDrop	dna	description	image_portrait	isForSale	count	animation_loop	tokenID	_id	group	verification_uri	uniqueComboId	seed_hash	model	external_url	block	media	original_image	imageHash	preview	activeSale	tag	t_rarity	state	message	token_name	redeem	image_url	id	files	tokenid	coolDown	omni_position	fee_recipient	fingerprint	mintedOn	boosterId	dependencies	contributors	background	metaverse	createTime	resourceId	collection	about	arweave_url	disclosure	documents	gen	treeID	ownerCount	secondary_image_url	activeAuction	traits	tokenType	imageMimeType	createdBy	uploadedOn	version	contents	aspect_ratio	arweave_tx	interactive_nft	mediaMimeType	minter	created_by	background_color	decimals	unlisted_attributes	note	contract	debug2	image_static	to	ipfs	token_probability	project	summary	creatorAnnuity	apn	exerciseTimeEnd	opening_network	price	image	cargoDisplayContent	swapInfo	ram	from	iframe	fullimage	weight	lock	hash	owner	drc	tokenId	obj	points	dateCreated	auctionInfo	language	maxSpeed	image_data	exercisePrice	top_view	mintPrice	artDesc	exhibition	wallet	purchase_url	artist	chainType	video	principal	icon	Extension	aspect ratio (w/h)	image_full	warrantToken	exerciseAmount	imageUrl	edition	shareblock	symbol	octpass	adminName	platform	sialink	number	asset_type	artistAvatar	adminId	work_id	ID	status	nft_id	dapp	minted	maxTokens	created	acceleration	author	particleType	date	fingerprints	token_symbol	asset_size_in_bytes	mapping_id	compiler	audio_url	priceToken	tokenHash	exerciseTime	imageNumber	uses hash	customAttributes	usecase	animation_url_optim	designer	initialProbabilities	editions	ethPrice	ownedCountByCurrentUser	borrower	color	token_id	thumbnails	contract_address	license	asset	title	uuid	license agreement	nftType	token_uri	nft_class	totalEditions	yearCreated	tags	ethId	series	category	type	quantity	pinata_ipfs	model_url	braking	copyright	dynamic	externalUrl	asset_id	stats	by	seller_fee_basis_points	image_details	thumbnail	txHash	image_box	external_link	type_id	auction_details	grip	private	pendingBuy	randomNumber	is dynamic	totalReturns	material	createdAt	family	cpu	image24px	transferFee	onSaleCountByCurrentUser	formationDocument	hot	transactionHash	fiatPrice	filename	createdYear	print_file	$schema	swapInfoList	artwork	network	avatar_url	timestamp	$id	contractAddress	ps	home_url	transport	tier	Thumbnail	pet_paintings_irl	launch	website	__v	forAuction	royaltyInfo	debug	generated	shortName	attributes	full_id	name	script	amountToMint	county	level	external_uri	numAvailable	priceThenAndNow	tokenAddress	visibility	payment_address	animation	updatedAt	animation_details	arweave_uri	deedDocument	ipfs_image	properties	projectLogo	forSale	generation	animation_url	youtube_url	seed	collection_name	legal	telegram	handling	token
																																																0x21bf3Da0cF0F28da27169239102E26d3d46956e5																																																				0																																																																																																																																																																																		
							This Limit									Edition-Daybreak Edition_Character-R47																																0x1c3f0ab31C60a2490F4f2a7eF1B82c442F17612e																																								https://gateway.pinata.cloud/ipfs/QmUMwJXxim19qsKfqKWTTBS8vZAMQ7HhzejiJoYY2hSqfd/30.jpeg												30																																																																																																																																																				value,trait_type		R47: Comic Cover 30																												
																																																0x24d603b281b5C98145FECc2056c7a7BE1b5766EE																																																				15																																																																																																																																																																																		
							Prime Exam												https://niftygateway.com/#/																													0x4d27C5dE66dBC7aCAcc4C65426b331879CC40b8C																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1610079352/A/AlottaMoney/Prime_Example_blgtgb.png												5200010007																																																																																																																																																						Prime Example #7/97																					https://res.cloudinary.com/nifty-gateway/video/upload/v1610079352/A/AlottaMoney/Prime_Example_blgtgb.mp4							
																																																0x97fb1e97A05aF8ff862C7f5fA9e28C716660d632																																																				1																																																																																																																																																																																		
							License fo																																									0x3a84B69Ee5382A97bC67E0E83EE2733Df9132eC9																																								https://license.niftybots.app/assets/metadata/season1/nifty.png												7																																																																																																																																																				display_type,value,trait_type		Nifty License (#7)																					https://license.niftybots.app/assets/metadata/season1/nifty.mp4							
							Tracing si												https://niftygateway.com/#/																													0xccd57c752f400941C5661fed7ecDC155E789E3B2																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1620782838/AMatthew/HackGolpeMay14/In_Un_Hackatao_Skygolpe_final_drawing_s0oslw.png												49400010001																																																																																																																																																						In//Un #1/23																					https://res.cloudinary.com/nifty-gateway/video/upload/v1620782838/AMatthew/HackGolpeMay14/In_Un_Hackatao_Skygolpe_final_drawing_s0oslw.mp4							
							This fulls												https://deathimitateslanguage.harmvandendorpel.com/autobreeder/cropped.html																													0x842D8B7B08C154ADc36A4f1186A0f401a10518EA																																								https://left.gallery/api/image/96a3bfbad9853270ebe050e92279ab858bbac698.jpg												100																																																																																																																																																						Autobreeder (lite)																												
							Delwyn Dra												https://splinterlands.com/?p=card_info&id=C2-114-D6BM7GZZQO																													0xe3870569F9E1836960bF30B5A45FC743CEf0aB0E																							2c0056																	https://d36mxiodymuqjm.cloudfront.net/cards_by_level/promo/Delwyn%20Dragonscale_lv1.png												1000																																																																																																																																																				display_type,value,trait_type,max_value		Delwyn Dragonscale																												
							Twisted Si												https://niftygateway.com/#/																													0x9d27956b06d4B5332067C2d188C8aeB875DCBf4f																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1600199376/AlottaMoney/Twisted_Sisters_dfg3bh.png												5800010001																																																																																																																																																						Twisted Sisters #1/1																					https://res.cloudinary.com/nifty-gateway/video/upload/v1600199376/AlottaMoney/Twisted_Sisters_dfg3bh.mp4							
																																																0x3C7503Bd7d66c15e13CBC42953436e598d37C792																																																				10																																																																																																																																																																																		
							Palace by 												https://niftygateway.com/#/																													0xe069D23C03E2c690AE925AcC5e542677Be05b649																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1615752203/A/ODESZA/Palace_H264_01_-_Adam_Foley_kz4gtj.png												16600010049																																																																																																																																																						Palace #49/51																					https://res.cloudinary.com/nifty-gateway/video/upload/v1615752203/A/ODESZA/Palace_H264_01_-_Adam_Foley_kz4gtj.mp4							
							Zpet 10004																									https://pets.s3.amazonaws.com/images/26f2c1a7-92e6-428b-8af8-c9355a268a8f.png																0xf455aAc43e2e5452B1848993BE5067F362d459d2																																																				10004																																																																																																																																																				['Eyes', 'Hats/Hair', 'Left Ear', 'Right Ear', 'Smoke', 'Animal', 'Type']		Zpet 10004																												
							A limited 																																									0x9676F09A056fF9437aE86B7DcA7826135AC42ddF																																								https://gateway.pinata.cloud/ipfs/QmcJTBGAwuraXqAkfcWVBWTJReCkf5FxBwCc5muV3tGMv5												1272																																																																																																																																																				value,trait_type		Galactic Pony League - #1272																												
							Curious Ad																																									0x82712D0052c6D8185383b5554A071C440b902992																																								ipfs://bafybeicbhoqiaj34elow5jbf5whaeh54opw3bpmtwul2fzt2uimlzasztm												1																																																																																																																																																						#1																												
							As you exh												https://niftygateway.com/#/																													0x1764DBc7234c8cFf363452959530F264922AaB2b																							ffffff																	https://res.cloudinary.com/nifty-gateway/image/upload/v1617154859/AMatthew/GlassCraneApril5/BRAHMAN_GLIMPSE_-_Steven_McCorry_u32dqt.jpg												37600020010																																																																																																																																																						BRAHMAN GLIMPSE #10/10																												
																																																0x9F3312a891dD13E85bB3847aC8E56D90a9174302																																																				17																																																																																																																																																																																		
							Blue cryst																																								36	0x9D617A04325455ca27f2b6be6eed9BB1AA9Eb31c															1								98322a																	https://d32ju6eqdh546d.cloudfront.net/rivermenart/Crystalline_Glaze_Vase.jpg												159																																																																																																																																																						Crystalline Glaze Vase																					https://d32ju6eqdh546d.cloudfront.net/rivermenart/Crystalline_Glaze_Vase.glb							
							Let's just												https://www.kittysupercars.co																													0xdba6f8B3749c1AE998e2374De9bAd04e8618e9EB																																								https://gateway.pinata.cloud/ipfs/QmfZWFkZRWgVLbX1QiyrqCtvHwiGMqeApnp2MNUpZHE1Cg												1031																																																																																																																																																				value,trait_type		Supercar #1031																												
							Life Is Sc												https://niftygateway.com/#/																													0xf073234F41B60F64c6d739bA3d93095Ab9c52F1c																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1614376583/A/GucciGhost/Life_Is_Scary_Sometimes_epptmw.png												12500010017																																																																																																																																																						Life Is Scary Sometimes #17/82																					https://res.cloudinary.com/nifty-gateway/video/upload/v1614376583/A/GucciGhost/Life_Is_Scary_Sometimes_epptmw.mp4							
							‘84 Manife												https://niftygateway.com/#/																													0xfbc1B9aa57BbAed1F6d2c3357dF2FF9157DA3f31																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1619450033/Ashley/DJPremierXJNSilva/01_1984_Manifest_OPEN_-_JN_Silva_axnkpg.png												26800010007																																																																																																																																																						'84 Manifest #7/44																					https://res.cloudinary.com/nifty-gateway/video/upload/v1619450033/Ashley/DJPremierXJNSilva/01_1984_Manifest_OPEN_-_JN_Silva_axnkpg.mp4							
																																	on-chain-cat-111															0x276A6eeD56918ED29B0589Dc2B704AFE12271231																																								https://multi-nft-asset-bucket-v2.s3.amazonaws.com/on-chain-cat/111.png												111																																																																																																																	1635375120000																																		on-chain-cat	value,trait_type		Cat #111												1635375120000																
							And the LO												https://cryptoverses.io/token/698879688583444955444952																													0xC60B4AC998931aE20DB26A096A719ef0a88AA73E																																								https://res.cloudinary.com/scripturesnft/image/upload/698879688583444955444952												698879688583444955444952																																																																																																																																																				value,trait_type		Exodus 17:14																												
																																																0xeFc21F66b43BA257dd8d3B2627505f87197f0909																																								https://api.coolaliens.fun/CoolAliens/111.png												111																																																																																																																																																				value,trait_type		CoolAliens 111																												
							Madeon x O												https://niftygateway.com/#/																													0xACdcC9ab1B754e6dfd5fFAF77842e384f58f794D																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1615521433/A/Madeon/Madeon_x_OSEANWORLD_-_Hyper_Design_Applied_yegs4q.png												16200010015																																																																																																																																																						HYPER DESIGN APPLIED #15/31																					https://res.cloudinary.com/nifty-gateway/video/upload/v1615521433/A/Madeon/Madeon_x_OSEANWORLD_-_Hyper_Design_Applied_yegs4q.mp4							
							Elf #10																																									0x72541Ad75E05BC77C7A92304225937a8F6653372																																								https://gateway.pinata.cloud/ipfs/QmPjY1fdY9JiYd7TtrJhnAh9Zf8ird5ap7a1X6JNQ5cfDs												10																																																																																																																																																				value,trait_type		Elf #10																												
							BOOTS UP Y												https://mintbase.io/my-market/0xd498fc4289ecbcf5c9ef033de3ceddc1fc3f6cc3																					{'_seconds': 1581574684, '_nanoseconds': 955000000}								0xD498fC4289ecbCf5C9Ef033DE3CEdDC1fc3f6cC3																																							10000	https://firebasestorage.googleapis.com/v0/b/thing-1d2be.appspot.com/o/token%2Fasset-1581574589789?alt=media&token=481b45d8-33ae-4311-99e2-ab0a1ba7aa06												143																																										Minted on Mintbase.io																																									[]				ERC721																																			$2,738,500.00											0xd498fc4289ecbcf5c9ef033de3ceddc1fc3f6cc3																	TEN-K BOOTUP DISKETTE VERSION 11.11		25				0													True									
							Grit and j												https://niftygateway.com/#/																													0x2bFDD27272745Ff75FEBaC091E5B6d3447499964																							ffffff																	https://res.cloudinary.com/nifty-gateway/image/upload/v1623278451/AMatthew/MankindJune13/ScarceAbundanceAuctions/ScarceAbundance_GritAndJumpingCastles_knue4z.jpg												56500340001																																																																																																																																																						Grit and jumping castles #1/1																												
							Satoshi Ou												https://niftygateway.com/#/																													0xA3C195b5924f0E05528D27bC55D1f158B4C17D06																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1609199602/Primal4/Satoshi_Outrun_Exclusive_II_xi7l5y.png												4100020005																																																																																																																																																						Satoshi Outrun Exclusive II #5/19																					https://res.cloudinary.com/nifty-gateway/video/upload/v1609199602/Primal4/Satoshi_Outrun_Exclusive_II_xi7l5y.mp4							
							Jan Žižka 												https://www.mageo.com/?sid=USR:00000000-0000-104e-8000-0000000005ab																													0xfA1f910EC3A9Bff62c7f692663a67741192Ce7DA																																								https://nft-media.mageo.com/137814071052713977707497205057947644234543743956298355739418419401347564971.png												137814071052713977707497205057947644234543743956298355739418419401347564971																																																																																																																																																				value,trait_type		Jan Žižka																												
																																																0x2287Bd440A11C4585058fdc090455786130f49BF																																																				1142																																																																																																																																																																																		
							The Specia												https://ridingturtles.com																													0xFc6CBe50dD3E7A30e23651e1d67096DE3E961abE																																								ipfs://QmPAcbtucNpzn499XJENsQHAbCWh4mK8XLWHRMsRKpM28T												0																																																																						0																																																																														display_type,value,trait_type,max_value		Genesis RidingTurtle																												
							A set of 8																																									0xdD301BB7734d0e269A614766c00509df735B254c																																								https://gateway.pinata.cloud/ipfs/QmTT1PCEu5TmovuxWWzxjfhDqnSxp3WiGH2qeM2jBFFpnm/103.png												103																																																																																																																																																				value,trait_type		Gaussian #103																												
							Steven Bal												https://niftygateway.com/#/																													0xAB797755783878DD704021f0f77072e9121768f6																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1615836615/Ashley/StevenBaltay5/100Grand_-_Steven_Baltay_ihwcqo_f3jxza.png												16300010048																																																																																																																																																						100 Grand #48/287																					https://res.cloudinary.com/nifty-gateway/video/upload/v1615836615/Ashley/StevenBaltay5/100Grand_-_Steven_Baltay_ihwcqo_f3jxza.mp4							
							Expelled f																																									0xD8a9aD9593dc91F4B0b0cc07f03b27A00a15a13d																																								ipfs://QmZbJ3vtTp8xgUfbyig3LnoQCFcDZQaHCCkc2PQYqB5gSs												105																										The 251																																																																																																																										value,trait_type		FMFH 251 Bad Monkeys #75																												
																																																0xDDe38E42F9bd64F8bc9ed34A01C96A8769b4c4EC																																								ipfs://QmVrT8pby2ccBQLzMFv3UoabBVtu1sPyzuhxFpVw3G4wTd												121																																																																																																																																																				value,trait_type																														
																																																0xFF5f931be65eA81691B9ac49fbe15999fc3234F1																																								https://sville-marbles.s3.us-east-2.amazonaws.com/1307.png												1107																																																																																																																																																				value,trait_type		StripperVille Marble #1107																												
							**EXCLUSIV												https://niftygateway.com/#/																													0xE4f7D3B718A2884A721af011dB17dBf42498D53F																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1623423135/A/ZeddLiamGabe/NO_ESCAPE_001_pwojoe.png												30100010006																																																																																																																																																						NO ESCAPE #6/129																					https://res.cloudinary.com/nifty-gateway/video/upload/v1623423135/A/ZeddLiamGabe/NO_ESCAPE_001_pwojoe.mp4							
																																																0x7148610dAA1AC89bf98c87dC54f3B8Fc2758BdbC																																								https://nft-buc-1253513302.cos.accelerate.myqcloud.com/pic0/104.png												104																																																																																																																																																				value,trait_type		JMXMZG #104																												
							Happy givi												https://machinienft.com														10															0x096E0E2C5C037D2959F8386998B904F8bAF089Ef										[{'trait_type': 'THEME', 'value': 'Christmas'}, {'trait_type': 'TYPE', 'value': 'Ticket'}]																														https://gateway.pinata.cloud/ipfs/QmXu343a5QBb3cV5zJHoaNRM4u35syVj5tRJSGT2TE5DdA												10																																																																																																																																																						SantaMach #2																												
																																																0xC753E20A7783EE4310c4a881A283da871b38cA8b																																								https://api.beasausage.com/sausage/image/100												100																																																																																																																																																				value,trait_type		Be a Sausage #100																												
							The Planet																									ipfs://QmU43hom6Vwkqz9DKNkrJZPWPup4qooedqSJ8XnEgdo4Tu																0x1f8a79d58D25Ba00b14eDC1B96F6eD95987428c5																																																				0																																																																						0																																																																							https://0xhares.io									The Planet of Hares #0 is coming soon!																												
																																																0x32C576bF07d3bC89EDC349018A95c22d52051412																																																				1																																																																																																																																																																																		
							Emoji Loot																																									0x4335541D17f6344C29f2412E520Ed71639150EaD																																								data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaW5ZTWluIG1lZXQiIHZpZXdCb3g9IjAgMCAzNTAgMzUwIj48c3R5bGU+LmJhc2UgeyBmaWxsOiB3aGl0ZTsgZm9udC1mYW1pbHk6IHNlcmlmOyBmb250LXNpemU6IDE0cHg7IH08L3N0eWxlPjxyZWN0IHdpZHRoPSIxMDAlIiBoZWlnaHQ9IjEwMCUiIGZpbGw9ImJsYWNrIiAvPjx0ZXh0IHg9IjEwIiB5PSIyMCIgY2xhc3M9ImJhc2UiPvCfpKE8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjQwIiBjbGFzcz0iYmFzZSI+8J+QtTwvdGV4dD48dGV4dCB4PSIxMCIgeT0iNjAiIGNsYXNzPSJiYXNlIj7wn42cPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSI4MCIgY2xhc3M9ImJhc2UiPuKave+4jzwvdGV4dD48dGV4dCB4PSIxMCIgeT0iMTAwIiBjbGFzcz0iYmFzZSI+I/CfkqEg4p2TIyDwn6a9IGF0IPCfjoYg8J+PhjwvdGV4dD48dGV4dCB4PSIxMCIgeT0iMTIwIiBjbGFzcz0iYmFzZSI+8J+RtyBhdCDwn46GPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSIxNDAiIGNsYXNzPSJiYXNlIj4j8J+SoSDwn5KwIyDwn46lIGF0IPCfj6Ag8J+PhjwvdGV4dD48dGV4dCB4PSIxMCIgeT0iMTYwIiBjbGFzcz0iYmFzZSI+4pyKPC90ZXh0Pjwvc3ZnPg==												1003																																																																																																																																																				value,trait_type		Person #1003																												
							Unit are u																																									0x6Fa769EED284a94A73C15299e1D3719B29Ae2F52																																								https://rsc.bravefrontierheroes.com/rsc/unit/2000/unit_ills_thum_13001.png												20010271					en-US																																																																																																																														1638777793																	['type_name', 'rarity', 'lv', 'hp', 'phy', 'int', 'agi', 'spr', 'def']		BFH Unit: #20010271 , Lv: 70																												
							Welcome to																																									0x5f43353470Ce421fba6Db6414d631FC050bbABF2																																								https://ipfs.iceworldnft.com/ipfs/QmdWy6QrZM62ccKYm9sjdTGs9uawUu7dxYiYKbp96g2TzP												10																																																																																																																																																				value,trait_type		#10																												
																																																0x7aA48E3212f56c388b35281E4f205418d1db3d68																																																				10943																																																																																																																																																																																		
							On June 28																										1															0x40fB1c0f6f73B9fc5a81574FF39d27e0Ba06b17b	"The Mike Tyson NFT Collection is a limited-edition series of NFTs that 
celebrates the iconic life and legacy of the Baddest Man on the Planet, Mike Tyson. 
Each NFT is a unique collaboration between Mike Tyson and emerging artist Cory Van Lew. 
With Mike providing creative oversight and mentorship in the artistic process, 
The Mike Tyson NFT Collection is Cory Van Lew’s reimagination and interpretation of 
the all-time greatest Mike Tyson moments and images.

The Mike Tyson NFT Collection Includes:

The Ultimate Mike Tyson 1-of-1 NFT (1-of-1)

The Lifetime Collection (A limited set of 10 original 1-of-1 NFTs)

The Knockout Series (A limited set of 5 original NFTs - limited to 50 editions each)

The Baddest Man on the Planet (A single collector's edition NFT with 250 editions)"																																							https://ether-cards.mypinata.cloud/ipfs/QmaTEc4qrje4b7rRmaCTfLkBpTHiSyWyM17ZWpTHys7aDS/2/mike_vs_the_cops.png												10																																																																	1																				mikevsthecops																																						mike_vs_the_cops.png														2													MIKE VS THE COPS Edition 1/1																												
							Generative																																									0xEf7862e11163D58a6d630bC2C6690725ec997d6C																																								https://ipfs.imnotart.com/ipfs/QmXMcVXi41mHcbtg6DZUZ8jMF7MtNP4wg6py1Czmp9ia8g/SOUVENIR_000.jpg												0																																																																																																																													https://ipfs.imnotart.com/ipfs/QmVWqKWudbRVJ2nqFD5XbriMKxjzeCmEzpq2AboQYiBa5u/SOUVENIR_000.tif																							value,trait_type		Souvenir #000																												
							THE GRAFFI												https://niftygateway.com/#/																													0x693e75fA374708c7d40D56eba34e47b49C2cebb4																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1616297243/A/FelipePantone/M1_owf3lf.png												33300020001																																																																																																																																																						M1: Monterrey #1/1																					https://res.cloudinary.com/nifty-gateway/video/upload/v1616297243/A/FelipePantone/M1_owf3lf.mp4							
							This paint												https://niftygateway.com/#/																													0x79064a0Ef6019881386D3ed5E47aCb914bABC08C																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1615306045/Max/RogerDean/Roger_Dean_Inland_Sea_Mtaphr002_ghfcaa.png												15400010039																																																																																																																																																						Inland Sea II #39/267																					https://res.cloudinary.com/nifty-gateway/video/upload/v1615306045/Max/RogerDean/Roger_Dean_Inland_Sea_Mtaphr002_ghfcaa.mp4							
							Full lengt												https://www.maths.town/nft/maths-town/000010.php																													0xA280B6d2AFd255c1a1677450962Cbca3aA6256c7																																								ipfs://QmWcQBcJHEmTTBzibUzpkr2PhgB7en6LPAfZT7c4HCShZm												10																																																																																																																																																				value,trait_type		Origin Story - A Mandelbrot Fractal Zoom																					ipfs://QmW1y8Ps5YJ7diizP7XXTqiVuCGjJiQkgUWDmxSz4uGWS5	https://youtu.be/cLinE3-HaWQ						
						017016000302003	Official M																																									0x02Fd03979D646cF1f9DebB218AeDF4b2908a9bFa																																								https://multinft.mypinata.cloud/ipfs/QmV8nNh4bHQZVmN8nNVVMAKJi6vzF6uKcqbHccngvwn2KZ/108.png												108																										108																						1631901387845																																																																																																				value,trait_type		#108																												
							3000 cats 												https://animalworldwar.io/cats_vs_dogs/																													0x9F9e6F7EF094CEA1DE1d2D3c6b3D76E766204fD9																																								https://cad.s3.us-east-2.amazonaws.com/images/I7SsWQFxXQtv9xP5NKTWaA5UxmAl1s.png												103																																																																																																																																																				value,trait_type		Dog #103																					https://cad.s3.us-east-2.amazonaws.com/pages/I7SsWQFxXQtv9xP5NKTWaA5UxmAl1s.html							
							Repeat or 												https://niftygateway.com/#/																													0x11ab0243c57C6c1b39F2908AAeBaed7ccf351491																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1614875168/Max/lockedandloading/Repeat_or_Learn_DaivdBrodeur_LockedAndLoading_4K_UHD_01_hosadp.png												15000010091																																																																																																																																																						Repeat or Learn #91/201																					https://res.cloudinary.com/nifty-gateway/video/upload/v1614875168/Max/lockedandloading/Repeat_or_Learn_DaivdBrodeur_LockedAndLoading_4K_UHD_01_hosadp.mp4							
							Still Burn												https://niftygateway.com/#/																													0x0944d47A8BD9325b416Cd79d5f2137f28BbE7763																							ffffff																	https://res.cloudinary.com/nifty-gateway/video/upload/v1618583601/Max/BrillyxStorch/Still_Burning_-Digitized-_qrzxkl.png												42800010057																																																																																																																																																						Still Burning *Digitized* #57/200																					https://res.cloudinary.com/nifty-gateway/video/upload/v1618583601/Max/BrillyxStorch/Still_Burning_-Digitized-_qrzxkl.mp4							
						4334bcdf7ff935d1f458604f810677c657217edd	Miss BAZOO																																									0x8b1Bc595DD641a1439C33266bE7Da676C3705ff6																																								ipfs://Qme83qfC4suP6AUW1iaqz4RttqNaCDWPJhfCjUZmmybcir/1.png												1																										1																						1636558745298					HashLips Art Engine																																																																																															value,trait_type		Miss BAZOOKA #1																												
							Fallon is 																																									0x19a7e390c949C408aC63A06678e4ee66ac2Da464																								0																ipfs://QmQozXtpszKLEqj2vJwSYbkMFyF1J97ZBqqczPr6KcicuV												26																																																																																																																																																				value,trait_type		Fallon Mega 001																					https://ipfs.io/ipfs/QmabiUKB61SEuJ1wmSZDxfoakAcX7dhc1E8DS2HJ8WJqj9				https://www.lamoverse.com/nftlegal			
							Monster Tr																																									0xeCb9B2EA457740fBDe58c758E4C574834224413e																																								data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHByZXNlcnZlQXNwZWN0UmF0aW89InhNaW5ZTWluIG1lZXQiIHZpZXdCb3g9IjAgMCAzNTAgMzUwIj48c3R5bGU+LmJhc2UgeyBmaWxsOiAjZmYzODY0OyBmb250LWZhbWlseTogc2VyaWY7IGZvbnQtc2l6ZTogMTRweDsgfTwvc3R5bGU+PHJlY3Qgd2lkdGg9IjEwMCUiIGhlaWdodD0iMTAwJSIgZmlsbD0iYmxhY2siIC8+PHRleHQgeD0iMTAiIHk9IjIwIiBjbGFzcz0iYmFzZSI+R29yZ29uIFRoZSBBYmVycmF0aW9uIG9mIFRoZSBWb2lkPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSI0MCIgY2xhc3M9ImJhc2UiPlNpemU6IFRpbnk8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjYwIiBjbGFzcz0iYmFzZSI+QWxpZ25tZW50OiBVbmFsaWduZWQ8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjgwIiBjbGFzcz0iYmFzZSI+QWN0aW9uczogQmxpbmRpbmcgR2F6ZSwgR2xpdHRlciBEdXN0PC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSIxMDAiIGNsYXNzPSJiYXNlIj5TcGVjaWFsIEFiaWxpdHk6IFNoYWRvdyBTdGVhbHRoPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSIxMjAiIGNsYXNzPSJiYXNlIj5XZWFrbmVzczogTGlnaHQ8L3RleHQ+PHRleHQgeD0iMTAiIHk9IjE0MCIgY2xhc3M9ImJhc2UiPkxvY29tb3Rpb246IFByb3dsPC90ZXh0Pjx0ZXh0IHg9IjEwIiB5PSIxNjAiIGNsYXNzPSJiYXNlIj5MYW5ndWFnZTogR2VhcmZvcmdlZCwgSHVtYW5vaWQsIE5vY3RpbnksIFNoYXBlY2hhbmdlcjwvdGV4dD48L3N2Zz4=												1076																																																																																																																																																						Sheet #1076																												
							Empress, a																																									0x399cC48E2558A5da3BaCc82D050363a9BD949417																																								https://empress.mypinata.cloud/ipfs/QmUgTJqKL14H4EGSvGetiy9n4rWyzjbvj1yMnVVL9JrtKr												0																																	0																									1																																																																																										value,trait_type		Princess Butterfly #0																												
							A smatteri												https://www.cathodes.xyz																													0x9AA0133D8b7B7bC4b5829ac221E5A1E1b8E2c53a																																								https://artstart.mypinata.cloud/ipfs/QmfUYRvWebs1YteTwb2fCRsP5fjjqTAhtFjp5zUWFrWtZp/Cathode%20%2310.jpg												10																																																																																																																																																				value,trait_type		Cathode #10																												
																																																0x14Efa0d4B0F9850ba1787edc730324962446D7cC																																																				100																																																																																																																																																																																		
							Quak quak.												https://www.quaks.xyz																													0x07BbDaf30e89ea3Ecf6CaDC80D6e7c4b0843c729																																								https://ipfs.io/ipfs/QmbHoioo19E1tHm2sFcK9pvYnJkWuigNRokA5Mu9weSYjR												1282																																																																																																																																																				value,trait_type		Quak #1282																												
							House of F																																									0xe8e72B86056BDC0C0EE981FFD4fF4AF5ebDb531B															1																									https://storage.googleapis.com/champ-cdn/assets/championship.mp4												1071																																																																											House of Fingers																																																																											House of Fingers																												
																																																0x08dBa2e03AD77780ECE3aEEc5B416FA691AF9256																																																				1036																																																																																																																																																																																		
							The Evil E																																									0x915Bcb55FaF663429fcC1EFeB4e346703A91e4B2																																								https://ipfs.io/ipfs/QmPR4DwSr9ahqyeuSStRQ34JfF4fe75vyrqi5oaHo3Z3hh/382.png												1010																																																																																																																																																				value,trait_type		#1010																												
