forSale	properties	openSale	high_quality_image	isHiddenPlatform	job_id	artifactUri	ipfs	baking_time_in_minutes	expiration	statusMint	background	image_details	resellable	intermediateLevelSegment	small	mid	subtitle	iframe_url	pfp	typeContract	core_attributes	description	media_type	liveModel	initialLevelSegment	contractAddress	uniqueComboId	publishers	name	animation_url	original	image_transparent	minted	action	royaltyInfo	interactive_nft	url	hash	salt	nameJP	timestamp	byoaVersion	imageUri	fiatPrice	aspect ratio (w/h)	audio_url	price	image_ipfs	subscription	tier	tokenID	finalLevelSegment	seedResult	date	poster	image_data	imageArweave	external_url	title	image_url	versions_url	ipfs_image	identifier	verificationBundle	sample	attributes	genre	verificationSignature	vote_balance	baking_temp_in_celsius	is_features_added	colorThief	tokenId	symbol	iimage	drop	seller_fee_basis_points	revealed	seed	isRevealed	file_key	by	minter	vectorHash	transparent_animation_url	Attributes	prestige	imageUrl	physical_specifications_uri	twitter	assets	large_image	sha256	category	__v	website	descriptionJP	categories	gene	artist_address	scale	token_uri	thumbnail	globeObjects	attr	priceUSD	externalUri	txHash	medium_image	image_thumbnail_url	chainId	spaceObjects	token_number	external_uri	baseURI	imageIpfs	nonce	preview	baseSpeed	royalty_info	medium_quality_image	color	numAvailable	high_resolution	payout_address	additional_image	created_by	uses hash	isRare	_id	no	wisdom:	note	id	uuid	is_opened	file	originalimage	particleColor	compiler	owners	generation	image_preview_url	ethPrice	offset	imageMimeType	copyright_transfer	collection_id	trait	usecase	mediaMimeType	editions	asset_tag	fee_recipient	displayUri	playdapp	cargoDisplayContent	terrain	background_color	imageHash	rarity_level	seoImage	traits	parameters	token_hash	verificationHash	nft_number	royalties	canvases	address	contents	about	borrow	imageanim	eye	thumbnailUri	twitterBanner	web_url	aspect_ratio	question	blockchain	combination	collection_name	texture_url	edition_number	decimals	status	preview_images	skills	dna	artist_link	script	collection_url	amountToMint	nft_class	external_url_more_info	uri	fileName	countInit	moji_id	youtube_url	token_id	type	misc	internal_id	formats	asset_size_in_bytes	original_art_url	image_original_url	license	media_url	is_alpha	cid	typeSale	features	apiURL	card_amounts	script type	gender	contentType	tags	discord	home_url	adultContent	nonceTimestamp	animal	tokenHash	external_link	original_creator	artist_name	web_cid	nftAddress	edition_total	animation_details	small_image	maskup	pngHash	random_seed	visibility	is_locked	source_code	vm_designer	Thumbnail	src_url	colors	owner	ipfs_url	isBooleanAmount	byoa	creators	reflectivity	dominantColor	thumbnail_url	library	gallery_glb_uri	transactionHash	answer	expired	animation	sandbox	shouldPreferSymbol	packed	available_tiers	particleShape	nft_contract_address	extension_uri	issues	license_url	dependencies	seedBase	image_mime_type	artist	fingerprint	resources	nftsHistory	signature	contract	authorRoyalty	publish	colorCode	image_arweave_uri	tokenIndex	comingSoon	media	monster	image	octpass	recipe_id	provenanceSequenceNumber	platform	matrix	creator	language	noise	logo	exclusive	asset_type	file_metadata	Edition	student_id	base	edition	exhibition	author	Extension	decentralized_interactive_url	series	mintedOn	mimeType	version	collection
																						Pass for B							BasementDwellersPass																													https://basementdwellersnft.com/															1012																																																																																																																																																																																																																					ipfs://Qmaqi9u7t9cDS2o5SnU51tc1utUVrWZPgxu793yyeMrGMx																									0x3c17017F5a584628cf8cb579A38455DBBF3f93e7
																																																																									100																																																																																																																																																																																																																																														0xaA6D3b2CA74b195b4Cd7910c26D78F017B832672
																						Genesis Dr							Dragon #102																																					trait_type,value							102																																																																																																																																																																																																																					https://cdn.dragonsaga.io/meta/102.png																									0x138c22060D681cABC60bd83e9f5612F95725eE9F
																													Borpacasso 10/2250																													https://www.borpa.art								trait_type,value							10																																																																																																																																																																																																																					https://ipfs.io/ipfs/QmbC9qy9btQdisnsZWnc2DAnpMtcx3XNNbsxXD2NpE74EQ/10.png																									0x370108CF39555e561353B20ECF1eAae89bEb72ce
																						ArcadeNFT 							Space	https://arcadetoads.mypinata.cloud/ipfs/bafybeia5362s2uhngz5g4losbkqdvp4oq6x3td5mcegyp46jq7cqet25sq																												https://arcadenfts.com/								trait_type,value							101																																																																																																																																																																																																																					https://arcadetoads.mypinata.cloud/ipfs/QmNPFxupXfGyzRGuyCT6LwBShH8LNNRTEG2ApxTu196Gtp/gif/4E8R.gif																									0x1e038A99AAC19162633Dcc4d215E5a27e6eB0355
																						Solvency b							Solvency #12	https://solvency.s3.amazonaws.com/12-1619111270864.mp4																												https://solvency.art/view/12								trait_type,value							12																																																																																						FFFFFF																																																																																																																															https://solvency.s3.amazonaws.com/12-1619111270864.jpg																									0x82262bFba3E25816b4C720F1070A71C7c16A8fc4
	{'category': 'image', 'files': [{'uri': '11.png', 'type': 'image/png'}], 'creators': []}																												Intellects #11																																					trait_type,value							10																																																																			https://nft-generator.art																																																																																																																																																		ipfs://QmRqxBVKc9hTLnauV5C5ZM6qRmduipdVqFFi3twd1mQU7c/11.png																									0x2467b97ab8470c998069cFD09ec397b098Ef14DD
																						This mixta							Mixtape #15																									1635208780334												trait_type,value							15																																																																			Art Engine																																																		3b0056eedae6c48b25c5dfa8e4514aaa9dd1a979																																																																																																ipfs://QmZvkqnuXZy2xgp2uYq13wuJZ3CNLjouuFupidCZYEaNwH/15.png																15									0x21Ead2c62447eEd55c0C48B384681B979777ED52
																						Created by							Samourai																																					trait_type,value							10																																																																																																																																																																																																																					ipfs://QmYc8xAqWs79fzqj18rU8pav3bgGYVqLLNks8dqDmky6zj																									0x6C7489265fBCC42c9ab11f4Cf4987c7f175bcf30
																						A collecti							ZeFlower #6442																																					trait_type,value							137																																																																																																																																																																																																																					https://zegarden.mypinata.cloud/ipfs/QmPyceRLjxtfXtMYNemVR4BfP2pcJRjDvX7uZ5EDeu8Gfu																									0x215e0482dd8635D5392eBb4F475d49c2cE65c5c1
																						Versov x N							Sneakers 153																													https://versov.art/								trait_type,value							153																																																																																																																																																																																																																					ipfs://QmNPQwfLuVLHrWZVLmNUtg3LMbp7s3nQgLhsHrDPMGJ22C/153.jpg																									0xcb53e05ea40dF2690cB70a55B9808Bd05fF5e625
																						PAW is a s							PAW THE HYPER LYNX #1039																													https://pawcypher.tokyo/								trait_type,value							1039																																																																																																																																																																																																																					https://ipfs.io/ipfs/Qmf4T9pQkyt2svDfKYFvsB8acasMJHtxqKWwvRe9AeqDD5/1024_02_fin/5b35dfc2a08e7ded6c201bd.png																									0x45ac1E44e84351Bf17418e481E52BBaC2f08C8b1
																																																																									102																																																																																																																																																																																																																																														0x971a6FF4f5792f3e0288f093340fb36a826Aae96
																						ETHEREALS 							ETHEREALS #100																													https://twitter.com/Etherealswtf								trait_type,value							100																																																																																																																																																																																																																					ipfs://Qmf2eMWRHb6C6Yhyo4stoTvpdmKo1P6bouiFsMYLJ8AipE/bf075ab182bd839c95702133705ee3bfb1cd60ed7356c8c53ffe98b2.jpg																									0xfC778Be06c9A58f8f3e5E99216eFBB28f750Bc98
																																																																									1001																																																																																																																																																																																																																																														0xb5d0B808022A501AB25e5db08Cf03e747f0551F2
																													Packed Spacesuit #1007																																					trait_type,value							1007																																																																																																																																																																																													True																								https://api.marscatsvoyage.com/sst.png																									0xf148438326E50eC1c703Cb8fc946A6B5A7884E98
																						Have you e							Rocket Rider #10																																					trait_type,value							10																																																																																																																																																																																																																					https://gateway.pinata.cloud/ipfs/QmUbRnLxPLfpacqFt1GYCKMw6HUUST8fvgKj74gcPr9LBK																									0xAd7Ad0483BAb69beEDA97d4CB907A315D91Fe398
